"Nombre","Altura","Nac","Sueldo neto","Club","División","Edad","Posición","Valor de traspaso","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal2","Aér","Agr","Agi","Ace","Rec","Inf","RM"
"Vitaly Janelt","184 cm","GER","76.500 € p/m","Brentford","Premier Division inglesa","23","MC, ME (C)","16,5M € - 20M €","13","12","16","1","9","13","13","8","13","12","3","10","2","3","15","15","12","12","2","16","8","14","12","1","12","15","2","14","2","14","14","15","11","12","12","14","2","12","12","12","2","14","12","2","16","11","11","- - -","Est",""
"Karl Darlow","190 cm","ENG","82.000 € p/m","Newcastle","Premier Division inglesa","30","POR","10,5M € - 15,5M €","9","10","14","15","1","3","11","3","12","1","11","2","13","16","14","12","1","3","15","13","1","11","3","11","10","11","13","10","5","13","2","13","11","11","12","11","12","14","3","10","14","13","13","13","1","14","10","- - -","",""
"Marçal","178 cm","BRA","82.000 € p/m","Wolves","Premier Division inglesa","32","DF/CR (I)","70m € - 5,8M €","13","12","14","4","10","7","14","13","10","11","2","10","3","3","15","14","5","12","2","11","10","13","14","1","10","15","4","13","1","13","14","14","12","13","13","10","2","12","12","13","1","15","11","2","14","13","12","- - -","",""
"Fábio Silva","185 cm","POR","95.500 € p/m","Wolves","Premier Division inglesa","18","DL (C)","55M € - 81M €","12","13","11","3","7","10","14","13","14","7","2","8","1","2","14","12","13","14","2","12","12","12","5","2","6","11","3","13","3","12","6","15","14","13","14","12","1","5","8","10","1","11","13","1","11","13","13","- - -","Est",""
"Amine Gouiri","180 cm","FRA","59.000 € p/m","OGC Nice","Ligue 1 Uber Eats","21","MP (I), DL (C)","15M € - 18,5M €","14","14","14","2","8","13","16","16","14","4","3","6","1","1","14","13","15","15","2","15","12","13","4","3","10","15","1","12","1","15","4","16","16","13","15","13","2","9","10","12","3","12","12","2","13","14","14","- - -","",""
"Francisco Trincão","184 cm","POR","354.000 € p/m","Wolves","Premier Division inglesa","21","MP (DI)","24M € - 30M €","16","13","9","3","12","13","17","15","15","4","3","14","2","2","14","12","14","16","3","14","13","15","6","3","6","12","4","11","1","15","7","14","14","15","14","11","2","9","14","5","2","11","12","1","11","14","13","- - -","",""
"Peter Pekarik","177 cm","SVK","37.500 € p/m","Hertha Berlin","Bundesliga","34","DF/CR (D)","160m € - 450m €","9","11","12","2","5","6","11","6","13","13","2","8","1","1","16","13","5","10","1","15","6","12","12","1","14","17","2","9","2","10","14","12","10","15","11","16","2","14","13","10","1","16","8","3","10","13","11","- - -","",""
"Moses Simon","168 cm","NGA","84.000 € p/m","FC Nantes","Ligue 1 Uber Eats","25","ME/MP (DI)","7,2M € - 10,5M €","13","16","15","2","10","11","15","16","11","4","1","11","1","3","11","13","12","15","2","12","11","14","5","3","9","11","1","10","3","11","6","12","17","11","14","12","2","10","13","6","1","11","5","2","8","14","16","- - -","",""
"Gideon Mensah","178 cm","GHA","17.750 € p/m","Bordeaux","Ligue 1 Uber Eats","22","DF/CR (I)","210m € - 6,8M €","12","17","13","3","9","8","12","13","12","7","4","9","2","1","15","13","4","13","3","12","8","12","12","2","8","13","1","12","1","8","14","12","10","11","12","13","1","9","9","11","1","13","10","3","12","15","16","- - -","",""
"Gonçalo Paciência","184 cm","POR","56.500 € p/m","Eintracht Frankfurt","Bundesliga","26","DL (C)","3,8M € - 7,2M €","13","14","12","3","10","12","14","14","10","5","3","8","1","2","12","12","12","15","1","12","15","13","7","2","8","10","2","16","1","15","7","11","12","10","15","11","3","7","9","14","3","13","13","2","9","14","11","- - -","",""
"Tommaso Augello","180 cm","ITA","30.000 € p/m","Sampdoria","Serie A italiana","26","DF/CR (I)","850m € - 8,2M €","12","13","12","3","4","11","13","10","11","16","3","9","3","1","17","16","9","12","1","16","6","13","13","3","6","15","3","13","3","12","13","14","15","15","12","11","3","12","15","8","3","13","10","1","10","13","13","- - -","",""
"Mateu Morey","173 cm","ESP","47.000 € p/m","Borussia Dortmund","Bundesliga","21","DF/CR (D)","4,6M € - 6,8M €","13","14","14","2","11","8","15","13","11","12","1","11","3","3","14","15","8","14","1","10","7","14","11","2","8","14","1","9","4","12","12","12","13","12","15","11","2","12","13","6","2","13","6","1","13","15","15","- - -","Les",""
"Luis Sinisterra","172 cm","COL","25.500 € p/m","Feyenoord","Eredivisie","22","ME/MP (DI)","13M € - 16,5M €","10","16","11","3","13","10","13","17","12","10","4","11","1","3","13","12","12","15","1","13","10","11","6","2","5","12","3","12","2","14","4","13","13","12","14","12","1","5","13","12","2","11","10","1","11","14","16","- - -","",""
"Andrea La Mantia","190 cm","ITA","87.000 € p/m","Empoli","Serie A italiana","30","DL (C)","425m € - 4,3M €","11","12","12","1","10","12","12","8","13","3","3","8","3","2","13","15","14","12","2","13","12","11","6","3","10","12","1","15","3","13","7","13","14","14","13","12","1","8","10","14","1","12","15","3","11","11","11","- - -","",""
"Mattia Aramu","180 cm","ITA","4.800 € p/m","Venezia","Serie A italiana","26","MP (DIC), DL (C)","475m € - 4,1M €","13","13","10","2","15","15","14","14","11","5","3","14","3","3","11","15","13","13","2","13","12","14","4","2","14","13","3","12","2","12","7","13","14","11","14","12","3","8","12","9","1","9","8","2","11","13","13","- - -","Seg",""
"Andrew Omobamidele","190 cm","IRL","49.500 € p/m","Norwich","Premier Division inglesa","19","DF (C)","19M € - 23M €","11","15","12","2","4","4","11","3","16","3","1","2","3","1","12","13","4","6","3","10","3","10","14","1","11","14","2","13","1","13","14","16","6","12","8","13","4","14","4","14","2","13","14","2","10","13","15","- - -","",""
"Florian Kainz","176 cm","AUT","58.500 € p/m","1. FC Köln","Bundesliga","28","ME (I), MP (IC)","26m € - 4,3M €","15","13","9","1","11","15","13","16","11","8","2","15","1","1","14","14","12","14","1","13","13","13","6","4","10","12","2","8","1","9","9","10","12","11","12","12","3","9","14","7","3","11","8","1","14","15","14","- - -","",""
"Adam Idah","190 cm","IRL","55.000 € p/m","Norwich","Premier Division inglesa","20","DL (C)","6,8M € - 8,2M €","11","15","11","2","6","10","12","7","13","4","3","5","2","1","14","12","14","12","1","10","16","11","5","3","5","14","3","16","3","14","4","14","13","11","11","9","2","4","8","13","2","14","14","3","11","13","16","- - -","",""
"Fabiano Parisi","178 cm","ITA","9.000 € p/m","Empoli","Serie A italiana","20","DF/CR/ME (I)","5M € - 7,6M €","12","15","9","2","6","10","13","5","11","5","2","10","1","2","14","14","9","14","3","12","6","13","8","2","10","11","3","9","3","14","10","16","12","11","13","13","1","11","13","6","3","12","9","2","10","14","16","- - -","Les",""
"Mato Jajalo","182 cm","BIH","69.500 € p/m","Udinese","Serie A italiana","33","MC, ME (C)","550m € - 1,6M €","13","12","15","1","12","13","15","13","13","10","2","13","3","3","14","11","8","12","2","16","12","15","10","2","13","13","1","14","3","14","11","17","9","13","14","15","3","12","12","12","4","12","10","1","14","11","11","- - -","",""
"Fabio Depaoli","178 cm","ITA","N/D","Verona","Serie A italiana","24","DF/CR/ME (D)","20m € - 4,9M €","12","14","10","3","8","10","13","13","10","14","1","10","3","1","14","15","7","10","3","14","9","12","10","1","10","13","2","10","2","14","12","15","12","13","12","13","2","12","13","9","2","11","6","2","14","14","13","- - -","",""
"Emil Ceïde","182 cm","NOR","6.250 € p/m","Sassuolo","Serie A italiana","19","MP (DI)","300m € - 2,9M €","12","14","8","3","8","11","13","15","12","3","2","7","1","3","10","13","10","16","1","13","5","11","4","3","4","7","2","9","3","14","5","14","13","11","13","10","1","5","11","5","3","10","6","3","6","15","15","- - -","",""
"Tiago Tomás","180 cm","POR","25.500 € p/m","VfB Stuttgart","Bundesliga","19","MP (D), DL (C)","7,2M € - 8,8M €","12","15","16","1","6","9","11","14","11","8","1","7","2","3","14","14","12","12","3","15","11","10","6","2","6","13","1","12","3","12","8","16","13","11","11","12","1","7","9","10","2","13","10","3","15","15","15","- - -","",""
"Mattia Viti","190 cm","ITA","9.000 € p/m","Empoli","Serie A italiana","19","DF (C)","1,6M € - 3,2M €","9","13","13","3","6","6","11","9","11","8","2","6","3","3","14","14","6","10","3","15","6","13","13","1","10","14","2","13","3","13","13","14","7","13","11","12","2","13","7","13","3","14","13","3","11","12","12","- - -","Seg",""
"Jordan Lotomba","177 cm","SUI","35.500 € p/m","OGC Nice","Ligue 1 Uber Eats","22","DF/CR (DI), ME (D)","1M € - 5,2M €","9","13","12","1","7","6","14","14","12","13","4","8","3","3","14","14","8","14","1","15","8","11","12","1","7","14","3","8","1","8","13","13","12","10","14","12","1","12","11","7","2","13","9","1","14","14","14","- - -","Seg",""
"Reinier","185 cm","BRA","N/D","Borussia Dortmund","Bundesliga","19","MP (C)","57M € - 85M €","14","13","12","2","11","12","16","15","12","3","1","10","3","2","13","12","12","15","1","15","11","15","7","2","10","13","3","13","1","13","7","9","12","11","15","12","1","9","12","12","2","13","12","3","10","13","13","- - -","",""
"Marwin Hitz","194 cm","SUI","81.500 € p/m","Borussia Dortmund","Bundesliga","33","POR","350m € - 8,2M €","8","10","11","15","7","2","10","1","17","1","11","4","12","13","10","13","1","2","16","12","7","10","2","13","10","15","14","14","6","12","3","12","1","13","10","17","15","10","2","7","11","14","16","13","8","14","13","- - -","",""
"Jayden Braaf","179 cm","NED","21.500 € p/m","Man City","Premier Division inglesa","18","MP (DI)","14M € - 21M €","10","15","10","2","13","12","14","14","12","5","3","11","3","1","13","12","13","15","3","13","7","12","6","1","8","6","3","8","1","16","13","14","10","11","8","9","2","5","12","8","3","9","7","2","7","14","16","- - -","Les",""
"Will Smallbone","173 cm","IRL","28.000 € p/m","Southampton","Premier Division inglesa","21","ME/MP (C)","6,2M € - 9M €","12","12","7","2","9","9","14","12","13","6","3","9","1","2","13","14","10","13","2","12","9","14","6","1","9","14","1","9","1","13","11","10","13","13","13","13","3","9","12","9","2","13","11","1","7","13","12","- - -","Les",""
"Tyronne Ebuehi","187 cm","NGA","24.000 € p/m","Venezia","Serie A italiana","25","DF/CR (DI), ME (D)","550m € - 1,6M €","11","14","10","1","7","5","13","13","12","9","4","8","4","3","14","14","6","12","2","12","5","12","9","2","6","13","3","10","3","13","12","13","14","12","13","12","3","13","10","10","3","10","10","3","10","14","14","- - -","",""
"Mamadou Doucouré","183 cm","FRA","16.500 € p/m","Borussia M'gladbach","Bundesliga","23","DF (IC)","110m € - 1,1M €","12","15","13","3","4","6","13","8","15","10","1","4","2","3","9","9","5","9","1","8","8","13","12","1","12","15","1","11","4","12","12","13","7","11","12","10","3","10","9","10","3","14","13","1","8","13","13","- - -","Les",""
"Mehdi Bourabia","183 cm","MAR","61.000 € p/m","Spezia","Serie A italiana","29","MC, ME (C)","275m € - 2,8M €","12","13","14","2","14","12","12","14","13","6","1","11","3","2","13","14","9","11","3","14","11","12","11","3","11","13","2","13","2","13","13","14","14","12","12","13","3","13","11","8","3","12","10","3","16","12","12","- - -","",""
"Pelé","182 cm","GNB","139.000 € p/m","AS Monaco","Ligue 1 Uber Eats","29","MC, ME (C)","750m €","11","12","13","2","8","12","12","10","12","10","3","10","1","1","13","13","10","12","2","16","14","13","13","1","13","14","3","15","2","13","13","13","10","10","13","13","1","13","9","12","2","11","11","1","12","10","13","- - -","Seg",""
"Daniel Bessa","173 cm","ITA","47.500 € p/m","Verona","Serie A italiana","28","ME/MP (C)","2,8M € - 5,6M €","14","12","12","3","13","13","15","15","13","8","3","14","1","2","12","12","9","14","2","13","13","14","7","4","8","13","2","12","3","12","11","13","13","13","15","12","1","10","13","9","3","13","10","3","12","15","13","- - -","Seg",""
"Stefan Ilsanker","189 cm","AUT","93.000 € p/m","Eintracht Frankfurt","Bundesliga","32","DF (C), MC, ME (C)","2M € - 4,1M €","9","12","17","4","9","11","10","6","12","14","3","7","3","3","14","16","6","8","1","17","9","12","14","1","16","18","1","15","3","15","17","17","10","10","10","15","1","13","9","12","3","14","14","1","17","12","10","- - -","",""
"Maxence Caqueret","174 cm","FRA","47.500 € p/m","OL","Ligue 1 Uber Eats","21","MC, ME/MP (C)","26M € - 31M €","15","12","14","1","7","8","15","13","12","4","2","10","3","2","16","16","6","12","2","14","9","15","13","2","13","15","1","10","2","12","12","15","14","12","15","13","1","14","6","6","3","14","7","2","15","13","12","- - -","",""
"Nico Schlotterbeck","191 cm","GER","10.500 € p/m","SC Freiburg","Bundesliga","21","DF (IC)","11,5M € - 17M €","13","12","14","1","7","7","12","11","15","10","2","5","3","2","13","13","7","11","1","12","8","14","13","2","10","15","2","13","2","13","14","12","8","14","11","13","2","13","8","13","2","12","15","1","12","11","12","- - -","",""
"Jérémy Doku","171 cm","BEL","37.500 € p/m","Rennes","Ligue 1 Uber Eats","19","MP (DI), DL (C)","63M € - 78M €","6","17","18","2","8","8","16","16","11","5","2","11","2","2","14","12","10","15","3","16","14","12","5","2","6","11","3","10","3","5","7","12","11","8","14","9","3","7","11","5","4","12","5","2","14","15","16","- - -","",""
"Jonathan Bamba","175 cm","FRA","67.500 € p/m","LOSC","Ligue 1 Uber Eats","25","MP (DI), DL (C)","20M € - 24M €","10","16","11","2","8","11","14","12","13","7","2","11","4","1","13","14","13","14","2","17","10","11","7","1","6","12","1","13","1","14","7","14","15","13","13","14","3","7","12","5","3","14","6","2","12","15","16","- - -","",""
"Mihailo Ristić","180 cm","SRB","18.250 € p/m","Montpellier","Ligue 1 Uber Eats","25","DF/CR (I), ME (IC)","2M € - 4,1M €","12","12","12","2","13","14","14","13","12","9","2","13","2","1","12","13","8","14","3","12","14","14","12","1","12","13","2","10","1","12","12","13","11","13","12","12","1","12","16","9","2","12","10","1","12","13","12","- - -","Seg",""
"Lászlo Bénes","181 cm","SVK","47.000 € p/m","Borussia M'gladbach","Bundesliga","23","ME/MP (C)","240m € - 6,8M €","16","11","8","2","14","15","15","15","14","6","3","16","2","1","14","14","12","12","3","11","12","15","8","2","7","13","3","7","2","9","10","10","11","12","13","10","1","10","16","7","2","12","10","1","12","15","12","- - -","",""
"Przemysław Płacheta","177 cm","POL","68.500 € p/m","Norwich","Premier Division inglesa","23","ME/MP (I)","1,3M € - 9,4M €","12","18","9","1","12","10","12","14","10","5","2","11","1","1","12","12","10","13","3","11","9","11","8","2","4","11","4","8","1","12","8","14","11","9","10","10","3","9","11","7","1","7","10","1","12","15","17","- - -","Est",""
"Jacob Rasmussen","190 cm","DEN","10.750 € p/m","Vitesse","Eredivisie","24","DF (IC), MC","210m € - 2,1M €","12","11","13","1","5","5","11","8","14","5","3","6","3","4","15","12","6","8","2","10","5","12","13","4","14","14","2","15","1","15","12","12","11","14","13","14","3","13","5","13","2","13","14","3","11","11","10","- - -","",""
"Yayah Kallon","175 cm","SLE","42.000 € p/m","Genoa","Serie A italiana","20","MP (DI), DL (C)","300m € - 6,2M €","9","15","11","2","8","10","12","10","10","3","2","5","3","4","11","12","11","14","1","14","9","11","4","2","6","9","2","11","3","12","7","11","12","12","12","9","3","7","9","10","4","10","8","1","9","14","16","- - -","",""
"Sébastien Corchia","176 cm","FRA","25.500 € p/m","FC Nantes","Ligue 1 Uber Eats","30","DF/CR/ME (D)","200m € - 2M €","11","13","14","3","13","11","13","12","13","11","1","12","3","2","13","13","7","12","2","10","11","13","12","2","11","13","1","12","1","12","13","17","10","13","13","12","1","11","13","11","3","13","8","3","13","14","13","- - -","",""
"Kalifa Coulibaly","197 cm","MLI","70.000 € p/m","FC Nantes","Ligue 1 Uber Eats","29","DL (C)","1,6M € - 3,2M €","10","13","13","1","8","11","10","8","12","4","3","6","1","1","12","13","11","10","2","13","12","11","5","1","11","12","2","17","4","16","5","13","12","12","11","12","1","7","7","16","2","12","17","3","11","13","13","- - -","Les",""
